#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:35:48 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfdcb5f39b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&key:source=J/A+A/618/A93/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/table1
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=r50
#-out=Nstars
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=plx
#-out=s_plx
#-out=e_plx
#-out=dmode
#-out=dmode+01
#-out=dmode-01
#-out=X
#-out=Y
#-out=Z
#-out=Rgc
#-out=SimbadName
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Table	J_A_A_618_A93_table1:
#Name: J/A+A/618/A93/table1
#Title: Summary of mean parameters for the OCs characterised in this study
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	RAJ2000	(F7.3)	[] Mean right ascension of members (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Mean declination of members (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F7.3)	Mean Galactic longitude of members (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Mean Galactic latitude of members (b)	[ucd=pos.galactic.lat]
#Column	r50	(F6.3)	Radius containing half the members (r50)	[ucd=phys.angSize;src]
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F6.3)	Standard deviation of pmRA of members (sigpmra)	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F6.3)	Standard deviation of pmdec of members (sigpmdec)	[ucd=stat.stdev]
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]
#Column	s_plx	(F6.3)	Standard deviation of parallax of members (sigpar)	[ucd=stat.stdev;pos.parallax]
#Column	e_plx	(F6.3)	Standard deviation of parallax of members over square root of nbstars (uncertpar)	[ucd=stat.error;pos.parallax]
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Cluster;RAJ2000;DEJ2000;GLON;GLAT;r50;Nstars;pmRA;s_pmRA;pmDE;s_pmDE;plx;s_plx;e_plx;dmode;dmode+01;dmode-01;X;Y;Z;Rgc;SimbadName
072.19800;+10.88200;NGC_1662         ;072.198;+10.882;187.795;-21.077; 0.602; 238; -1.128; 0.225; -1.962; 0.229; 2.400; 0.096; 0.007;  411.7; 395.5;  429.4;  -380.6;   -52.1; -148.1; 8720.8;NGC 1662
072.76300;+43.67600;NGC_1664         ;072.763;+43.676;161.670; -0.452; 0.113; 327;  1.703; 0.169; -5.738; 0.146; 0.734; 0.069; 0.004; 1310.2;1158.4; 1507.8; -1243.7;   412.0;  -10.3; 9592.5;NGC 1664
075.87100;+52.85100;NGC_1708         ;075.871;+52.851;155.752;  6.866; 0.248; 141;  0.276; 0.148; -1.360; 0.128; 1.029; 0.065; 0.006;  944.9; 863.3; 1043.5;  -855.3;   385.2;  113.0; 9203.4;NGC 1708
075.83800;+49.49500;NGC_1724         ;075.838;+49.495;158.429;  4.823; 0.055;  32;  1.020; 0.133;  0.048; 0.141; 0.244; 0.096; 0.015; 3669.0;2683.9; 5796.6; -3400.0;  1344.1;  308.5;11816.7;NGC 1724
075.92600;+23.69500;NGC_1750         ;075.926;+23.695;179.119;-10.713; 0.419; 439; -0.960; 0.246; -2.366; 0.201; 1.361; 0.090; 0.005;  719.5; 671.2;  775.2;  -706.8;    10.9; -133.7; 9046.8;NGC 1750
076.17500;+23.81300;NGC_1758         ;076.175;+23.813;179.158;-10.460; 0.106; 146;  3.156; 0.146; -3.465; 0.129; 1.103; 0.059; 0.005;  883.7; 812.0;  969.4;  -868.9;    12.8; -160.4; 9208.9;NGC 1758
077.03300;+37.02000;NGC_1778         ;077.033;+37.020;168.914; -2.007; 0.112; 175;  0.506; 0.139; -3.145; 0.115; 0.581; 0.066; 0.006; 1640.0;1408.9; 1961.7; -1608.4;   315.2;  -57.4; 9953.4;NGC 1778
077.91400;+47.69100;NGC_1798         ;077.914;+47.691;160.705;  4.850; 0.039; 218;  0.913; 0.142; -0.318; 0.122; 0.178; 0.072; 0.005; 4834.5;3259.2; 9356.2; -4546.6;  1591.8;  408.7;12984.5;NGC 1798
078.13900;+16.69600;NGC_1817         ;078.139;+16.696;186.193;-13.032; 0.187; 460;  0.485; 0.118; -0.890; 0.100; 0.551; 0.056; 0.003; 1723.0;1469.8; 2081.5; -1668.8;  -181.1; -388.5;10010.4;NGC 1817
080.03100;+39.33600;NGC_1857         ;080.031;+39.336;168.414;  1.259; 0.062; 122;  0.553; 0.089; -1.310; 0.084; 0.320; 0.039; 0.004; 2868.3;2228.9; 4022.1; -2809.2;   575.9;   63.0;11164.0;NGC 1857
011.79800;+85.24400;NGC_188          ;011.798;+85.244;122.837; 22.373; 0.272; 864; -2.307; 0.139; -0.960; 0.146; 0.507; 0.046; 0.002; 1864.3;1571.4; 2291.5;  -934.8;  1448.5;  709.6; 9387.3;NGC 188
081.48000;+46.49300;NGC_1883         ;081.480;+46.493;163.082;  6.163; 0.032; 101;  0.496; 0.134; -1.128; 0.111; 0.201; 0.078; 0.009; 4352.5;3032.3; 7708.8; -4140.0;  1259.2;  467.3;12543.4;NGC 1883
009.88500;+61.09000;NGC_189          ;009.885;+61.090;121.494; -1.749; 0.079;  57;  0.338; 0.071; -3.306; 0.109; 0.772; 0.025; 0.004; 1248.5;1110.0; 1426.6;  -651.9;  1064.1;  -38.1; 9054.7;NGC 189
080.72400;+33.44400;NGC_1893         ;080.724;+33.444;173.577; -1.634; 0.085; 169; -0.231; 0.166; -1.410; 0.169; 0.267; 0.060; 0.005; 3373.5;2522.4; 5089.8; -3350.9;   377.2;  -96.2;11697.0;NGC 1893
079.56100;-68.29400;NGC_1901         ;079.561;-68.294;278.854;-33.631; 0.652;  75;  1.537; 0.234; 12.670; 0.242; 2.358; 0.052; 0.006;  419.0; 402.1;  437.3;    53.7;  -344.7; -232.1; 8293.5;NGC 1901
082.03300;+35.33000;NGC_1907         ;082.033;+35.330;172.621;  0.317; 0.075; 293; -0.040; 0.144; -3.418; 0.128; 0.611; 0.062; 0.004; 1563.3;1351.9; 1853.0; -1550.3;   200.8;    8.6; 9892.3;NGC 1907
082.16700;+35.82400;NGC_1912         ;082.167;+35.824;172.270;  0.681; 0.163; 474;  1.580; 0.175; -4.424; 0.156; 0.874; 0.064; 0.003; 1107.4; 997.0; 1245.3; -1097.3;   148.9;   13.2; 9438.4;NGC 1912
084.08400;+34.13500;NGC_1960         ;084.084;+34.135;174.542;  1.075; 0.086; 299; -0.155; 0.202; -3.388; 0.160; 0.835; 0.064; 0.004; 1156.9;1036.9; 1308.3; -1151.5;   110.0;   21.7; 9492.1;NGC 1960
088.07400;+32.54500;NGC_2099         ;088.074;+32.545;177.642;  3.086; 0.161;1710;  1.924; 0.201; -5.648; 0.175; 0.666; 0.068; 0.002; 1438.1;1257.3; 1679.6; -1434.8;    59.1;   77.4; 9775.0;NGC 2099
088.45200;+00.40300;NGC_2112         ;088.452;+00.403;205.886;-12.605; 0.173; 705; -2.713; 0.200;  4.270; 0.172; 0.877; 0.066; 0.003; 1103.6; 993.9; 1240.5;  -968.9;  -470.2; -240.8; 9320.8;NGC 2112
090.27500;+23.32800;NGC_2129         ;090.275;+23.328;186.594;  0.144; 0.050;  80;  0.266; 0.113; -2.216; 0.106; 0.491; 0.049; 0.006; 1922.5;1612.5; 2380.2; -1909.8;  -220.8;    4.8;10252.2;NGC 2129
090.73400;+10.45100;NGC_2141         ;090.734;+10.451;198.043; -5.804; 0.073; 831; -0.028; 0.167; -0.767; 0.167; 0.196; 0.116; 0.004; 4441.3;3075.3; 7981.6; -4201.2; -1368.5; -449.1;12615.7;NGC 2141
091.86200;+24.09900;NGC_2158         ;091.862;+24.099;186.635;  1.788; 0.044;1380; -0.177; 0.185; -2.002; 0.173; 0.192; 0.106; 0.003; 4535.1;3119.8; 8301.0; -4502.5;  -523.8;  141.5;12853.2;NGC 2158
092.27200;+24.33600;NGC_2168         ;092.272;+24.336;186.609;  2.230; 0.319;1325;  2.308; 0.239; -2.905; 0.235; 1.131; 0.064; 0.002;  862.4; 793.9;  943.7;  -856.0;   -99.2;   33.6; 9196.5;NGC 2168
092.71700;-06.21300;NGC_2183         ;092.717;-06.213;213.898;-11.839; 0.139;  74; -3.605; 0.454;  0.447; 0.254; 1.211; 0.123; 0.014;  806.4; 746.2;  877.2;  -655.1;  -440.2; -165.4; 9005.9;NGC 2183
091.69000;-02.00000;NGC_2184         ;091.690;-02.000;209.592;-10.848; 0.300; 102; -0.648; 0.198; -0.288; 0.281; 1.709; 0.071; 0.007;  575.3; 544.0;  610.5;  -491.4;  -279.0; -108.3; 8835.8;NGC 2184
093.03100;+05.45300;NGC_2186         ;093.031;+05.453;203.550; -6.195; 0.048; 111;  0.415; 0.119; -1.993; 0.110; 0.413; 0.048; 0.005; 2260.8;1844.1; 2920.8; -2060.4;  -898.0; -244.0;10439.1;NGC 2186
093.81900;+39.84600;NGC_2192         ;093.819;+39.846;173.422; 10.649; 0.045; 163;  0.193; 0.131; -1.962; 0.104; 0.223; 0.108; 0.009; 3963.1;2838.6; 6562.0; -3869.2;   446.2;  732.3;12217.3;NGC 2192
093.44000;+12.81300;NGC_2194         ;093.440;+12.813;197.246; -2.344; 0.077; 826;  0.535; 0.150; -1.468; 0.144; 0.263; 0.075; 0.003; 3424.6;2551.1; 5207.4; -3267.9; -1014.5; -140.1;11652.2;NGC 2194
093.88200;-18.67000;NGC_2204         ;093.882;-18.670;226.016;-16.114; 0.098; 573; -0.560; 0.117;  1.964; 0.129; 0.209; 0.066; 0.003; 4204.1;2960.1; 7251.0; -2804.9; -2906.2;-1166.8;11517.5;NGC 2204
095.19900;-07.27700;NGC_2215         ;095.199;-07.277;215.985;-10.104; 0.173; 128;  0.436; 0.114; -3.673; 0.124; 1.021; 0.054; 0.005;  952.5; 869.6; 1052.8;  -758.8;  -551.0; -167.1; 9115.4;NGC 2215
096.65200;-09.64300;NGC_2225         ;096.652;-09.643;218.785; -9.860; 0.026;  60; -0.280; 0.077;  0.501; 0.090; 0.290; 0.044; 0.006; 3139.3;2389.2; 4575.7; -2410.9; -1937.4; -537.6;10924.1;NGC 2225
096.88800;-04.74900;NGC_2232         ;096.888;-04.749;214.458; -7.471; 0.516; 198; -4.745; 0.291; -1.840; 0.252; 3.067; 0.099; 0.009;  322.9; 312.8;  333.7;  -264.0;  -181.2;  -42.0; 8605.9;NGC 2232
097.41600;+06.83400;NGC_2236         ;097.416;+06.834;204.367; -1.694; 0.070; 434; -0.752; 0.129;  0.010; 0.135; 0.350; 0.066; 0.004; 2639.8;2089.1; 3587.3; -2403.6; -1088.7;  -78.0;10798.6;NGC 2236
097.39500;-31.28200;NGC_2243         ;097.395;-31.282;239.478;-18.011; 0.046; 515; -1.279; 0.126;  5.488; 0.126; 0.211; 0.060; 0.003; 4167.8;2940.4; 7149.6; -2013.0; -3414.3;-1288.7;10901.4;NGC 2243
098.04500;+04.91400;NGC_2244         ;098.045;+04.914;206.361; -2.026; 0.232; 623; -1.598; 0.300;  0.179; 0.352; 0.617; 0.127; 0.006; 1548.8;1341.1; 1832.4; -1386.8;  -687.3;  -54.8; 9751.1;NGC 2244
010.80500;+61.77400;NGC_225          ;010.805;+61.774;121.960; -1.082; 0.216;  36; -5.373; 0.110; -0.093; 0.119; 1.432; 0.034; 0.005;  684.3; 640.5;  734.6;  -362.2;   580.5;  -12.9; 8721.5;NGC 225
098.68000;+08.33700;NGC_2251         ;098.680;+08.337;203.613;  0.111; 0.123; 126;  0.697; 0.156; -3.806; 0.128; 0.658; 0.063; 0.006; 1454.9;1270.0; 1702.7; -1333.1;  -582.8;    2.8; 9690.6;NGC 2251
098.94900;+07.67100;NGC_2254         ;098.949;+07.671;204.327;  0.041; 0.039; 156; -0.127; 0.141; -0.944; 0.141; 0.364; 0.080; 0.007; 2545.8;2029.0; 3412.6; -2319.7; -1048.7;    1.8;10711.2;NGC 2254
099.63300;+10.88500;NGC_2259         ;099.633;+10.885;201.780;  2.115; 0.028; 118; -0.273; 0.177; -1.032; 0.153; 0.326; 0.087; 0.010; 2818.7;2198.8; 3925.1; -2615.7; -1045.2;  104.0;11005.5;NGC 2259
099.90500;+01.14700;NGC_2262         ;099.905;+01.147;210.563; -2.105; 0.044; 252;  0.264; 0.139;  0.114; 0.154; 0.223; 0.102; 0.007; 3969.7;2842.3; 6577.0; -3415.9; -2017.2; -145.8;11927.7;NGC 2262
100.21700;+09.87700;NGC_2264         ;100.217;+09.877;202.941;  2.166; 0.072; 170; -1.690; 0.508; -3.727; 0.251; 1.354; 0.094; 0.007;  722.9; 674.2;  779.2;  -665.2;  -281.6;   27.3; 9009.6;NGC 2264
100.83200;+26.97600;NGC_2266         ;100.832;+26.976;187.785; 10.299; 0.046; 247; -0.473; 0.132; -1.272; 0.126; 0.273; 0.062; 0.004; 3313.8;2490.4; 4957.3; -3230.4;  -441.7;  592.5;11578.8;NGC 2266
100.81800;+04.62800;NGC_2269         ;100.818;+04.628;207.883;  0.297; 0.026;  51; -1.143; 0.098; -0.559; 0.147; 0.438; 0.056; 0.009; 2142.0;1764.3; 2727.1; -1893.3; -1001.7;   11.1;10282.2;NGC 2269
102.09100;+41.06000;NGC_2281         ;102.091;+41.060;174.925; 16.889; 0.417; 414; -2.946; 0.274; -8.321; 0.257; 1.896; 0.089; 0.005;  519.4; 493.7;  547.9;  -495.0;    44.0;  150.9; 8835.2;NGC 2281
101.91600;-03.16700;NGC_2286         ;101.916;-03.167;215.322; -2.282; 0.074; 169;  0.188; 0.126; -1.468; 0.115; 0.407; 0.074; 0.007; 2295.6;1867.3; 2978.7; -1871.5; -1326.2;  -91.4;10297.3;NGC 2286
101.49900;-20.71600;NGC_2287         ;101.499;-20.716;230.980;-10.432; 0.332; 645; -4.339; 0.178; -1.381; 0.199; 1.360; 0.057; 0.002;  720.1; 671.7;  776.0;  -445.9;  -550.2; -130.4; 8803.1;NGC 2287
102.94300;+00.46500;NGC_2301         ;102.943;+00.465;212.557;  0.287; 0.162; 455; -1.367; 0.208; -2.179; 0.187; 1.135; 0.068; 0.004;  859.5; 791.5;  940.3;  -724.4;  -462.5;    4.3; 9076.2;NGC 2301
102.97700;-07.08600;NGC_2302         ;102.977;-07.086;219.298; -3.121; 0.065;  60; -1.453; 0.127; -0.228; 0.155; 0.800; 0.087; 0.011; 1206.2;1076.4; 1371.6;  -932.1;  -762.8;  -65.7; 9303.4;NGC 2302
103.80200;+17.98400;NGC_2304         ;103.802;+17.984;197.213;  8.900; 0.038; 121; -0.024; 0.108; -1.514; 0.109; 0.219; 0.067; 0.006; 4041.7;2878.3; 6783.7; -3814.2; -1181.6;  625.3;12211.5;NGC 2304
104.02000;-07.18000;NGC_2309         ;104.020;-07.180;219.852; -2.242; 0.052; 225; -0.495; 0.125; -0.634; 0.127; 0.393; 0.063; 0.004; 2370.9;1916.8; 3109.2; -1818.7; -1518.1;  -92.7;10271.6;NGC 2309
104.45500;-04.61600;NGC_2311         ;104.455;-04.616;217.767; -0.688; 0.059; 102; -1.343; 0.154;  0.930; 0.104; 0.462; 0.064; 0.007; 2036.4;1691.9; 2557.1; -1609.7; -1247.1;  -24.4;10027.6;NGC 2311
104.85400;-13.82200;NGC_2318         ;104.854;-13.822;226.155; -4.523; 0.172; 143; -1.781; 0.112; -2.198; 0.110; 0.716; 0.042; 0.004; 1342.9;1183.9; 1551.3;  -927.4;  -965.5; -105.9; 9317.5;NGC 2318
105.68400;-08.36500;NGC_2323         ;105.684;-08.365;221.660; -1.315; 0.263; 866; -0.688; 0.271; -0.611; 0.200; 0.997; 0.057; 0.002;  974.4; 887.9; 1079.6;  -727.8;  -647.5;  -22.4; 9090.9;NGC 2323
106.03300;+01.04600;NGC_2324         ;106.033;+01.046;213.449;  3.301; 0.069; 308; -0.309; 0.106; -0.094; 0.092; 0.191; 0.055; 0.003; 4541.7;3122.8; 8323.3; -3783.2; -2499.2;  261.5;12378.1;NGC 2324
106.69000;-10.02300;NGC_2335         ;106.690;-10.023;223.590; -1.192; 0.110; 194; -0.784; 0.143; -0.642; 0.126; 0.585; 0.058; 0.005; 1629.8;1401.4; 1946.3; -1180.2; -1123.5;  -33.9; 9586.3;NGC 2335
107.02900;-10.61900;NGC_2343         ;107.029;-10.619;224.271; -1.170; 0.064;  64;  0.193; 0.132; -0.195; 0.102; 0.898; 0.038; 0.005; 1078.3; 973.3; 1208.6;  -771.9;  -752.5;  -22.0; 9143.0;NGC 2343
107.07500;-13.19900;NGC_2345         ;107.075;-13.199;226.585; -2.316; 0.091; 476; -1.332; 0.103;  1.340; 0.113; 0.348; 0.051; 0.003; 2652.9;2096.7; 3610.9; -1821.8; -1925.5; -107.2;10342.6;NGC 2345
108.64100;-10.25700;NGC_2353         ;108.641;-10.257;224.684;  0.403; 0.116; 219; -1.121; 0.143;  0.720; 0.148; 0.816; 0.057; 0.004; 1183.6;1058.4; 1342.4;  -841.5;  -832.3;    8.3; 9219.1;NGC 2353
108.50300;-25.72400;NGC_2354         ;108.503;-25.724;238.383; -6.838; 0.152; 276; -2.885; 0.106;  1.832; 0.111; 0.753; 0.035; 0.002; 1278.5;1133.6; 1466.0;  -665.5; -1081.0; -152.2; 9070.1;NGC 2354
109.24700;+13.77200;NGC_2355         ;109.247;+13.772;203.370; 11.813; 0.078; 288; -3.802; 0.137; -1.086; 0.133; 0.497; 0.056; 0.004; 1901.7;1597.8; 2348.5; -1708.7;  -738.4;  389.3;10075.8;NGC 2355
109.26100;-17.14300;NGC_2358         ;109.261;-17.143;231.061; -2.269; 0.210;  92; -1.351; 0.085;  0.542; 0.091; 1.061; 0.053; 0.006;  917.0; 839.9; 1009.5;  -575.9;  -712.7;  -36.3; 8944.3;NGC 2358
109.44300;-15.63100;NGC_2360         ;109.443;-15.631;229.804; -1.409; 0.154; 696;  0.383; 0.161;  5.603; 0.150; 0.902; 0.053; 0.002; 1074.4; 970.1; 1203.7;  -693.2;  -820.4;  -26.4; 9070.4;NGC 2360
109.67100;-24.95400;NGC_2362         ;109.671;-24.954;238.178; -5.547; 0.052; 165; -2.791; 0.184;  2.953; 0.161; 0.742; 0.074; 0.006; 1296.5;1147.7; 1489.6;  -680.4; -1096.5; -125.3; 9086.8;NGC 2362
110.03100;-21.86700;NGC_2367         ;110.031;-21.867;235.586; -3.825; 0.046;  42; -1.668; 0.150;  2.538; 0.149; 0.395; 0.066; 0.010; 2358.5;1908.2; 3086.2; -1330.0; -1941.4; -157.3; 9862.9;NGC 2367
111.01600;-13.23500;NGC_2374         ;111.016;-13.235;228.405;  1.061; 0.156;  79; -4.665; 0.130;  0.659; 0.089; 0.760; 0.066; 0.008; 1267.2;1124.6; 1451.1;  -841.1;  -947.5;   23.5; 9229.8;NGC 2374
111.17400;-20.94900;NGC_2383         ;111.174;-20.949;235.274; -2.455; 0.036; 260; -1.646; 0.081;  1.907; 0.114; 0.284; 0.057; 0.004; 3189.5;2418.3; 4688.1; -1815.2; -2619.0; -136.6;10487.5;NGC 2383
111.98400;-11.72500;NGC_2396         ;111.984;-11.725;227.524;  2.610; 0.184; 170; -1.514; 0.101; -0.249; 0.070; 0.653; 0.051; 0.004; 1466.0;1278.6; 1717.9;  -989.0; -1080.2;   66.7; 9391.3;NGC 2396
112.35200;-13.96800;NGC_2401         ;112.352;-13.968;229.667;  1.855; 0.015;  91; -1.370; 0.107;  1.673; 0.095; 0.203; 0.061; 0.008; 4300.5;3007.0; 7547.6; -2782.0; -3276.5;  139.2;11594.6;NGC 2401
113.29300;-15.44900;NGC_2414         ;113.293;-15.449;231.404;  1.942; 0.043; 154; -1.410; 0.087;  1.426; 0.113; 0.162; 0.064; 0.006; 5249.2;3441.9;11053.8; -3272.7; -4100.2;  177.9;12315.3;NGC 2414
114.60200;+21.57500;NGC_2420         ;114.602;+21.575;198.108; 19.640; 0.053; 436; -1.190; 0.139; -2.125; 0.126; 0.363; 0.064; 0.003; 2552.9;2033.7; 3428.0; -2285.3;  -747.3;  858.1;10651.5;NGC 2420
114.05100;-20.62700;NGC_2421         ;114.051;-20.627;236.283;  0.059; 0.096; 433; -3.131; 0.088;  3.097; 0.096; 0.343; 0.049; 0.003; 2687.1;2118.1; 3674.0; -1491.6; -2235.1;    2.8;10082.4;NGC 2421
114.14700;-14.48900;NGC_2422         ;114.147;-14.489;230.964;  3.128; 0.259; 442; -7.057; 0.259;  0.993; 0.247; 2.070; 0.066; 0.003;  476.4; 454.7;  500.2;  -299.6;  -369.5;   26.0; 8647.5;NGC 2422
114.29900;-13.86300;NGC_2423         ;114.299;-13.863;230.487;  3.561; 0.268; 430; -0.735; 0.124; -3.632; 0.149; 1.045; 0.051; 0.003;  930.7; 851.4; 1026.2;  -591.0;  -716.6;   57.8; 8959.7;NGC 2423
114.57700;-14.88500;NGC_2425         ;114.577;-14.885;231.513;  3.299; 0.046; 256; -3.571; 0.133;  2.004; 0.130; 0.257; 0.069; 0.005; 3500.5;2592.7; 5379.5; -2174.9; -2735.5;  201.4;10864.9;NGC 2425
114.83100;-16.55000;NGC_2428         ;114.831;-16.550;233.087;  2.697; 0.146; 178; -3.316; 0.122;  2.461; 0.102; 0.706; 0.050; 0.004; 1359.7;1197.0; 1573.6;  -815.7; -1085.9;   64.0; 9219.9;NGC 2428
115.22300;-19.07800;NGC_2432         ;115.223;-19.078;235.474;  1.779; 0.062; 192; -0.684; 0.090;  1.614; 0.089; 0.493; 0.047; 0.004; 1916.2;1608.2; 2370.3; -1085.6; -1578.0;   59.5; 9556.7;NGC 2432
115.44500;-14.84400;NGC_2437         ;115.445;-14.844;231.889;  4.051; 0.211;1797; -3.838; 0.149;  0.365; 0.144; 0.603; 0.060; 0.002; 1582.3;1365.7; 1879.6;  -974.1; -1241.9;  111.8; 9396.6;NGC 2437
115.19400;-31.69400;NGC_2439         ;115.194;-31.694;246.446; -4.462; 0.071; 551; -2.283; 0.093;  3.159; 0.102; 0.232; 0.047; 0.002; 3830.5;2768.8; 6209.3; -1526.1; -3500.7; -298.0;10468.8;NGC 2439
116.14100;-23.85300;NGC_2447         ;116.141;-23.853;240.043;  0.149; 0.202; 755; -3.551; 0.158;  5.068; 0.167; 0.968; 0.055; 0.002; 1002.8; 911.4; 1114.5;  -500.7;  -868.8;    2.6; 8883.3;NGC 2447
116.03400;-24.83700;NGC_2448         ;116.034;-24.837;240.846; -0.427; 0.267; 135; -3.432; 0.085;  2.941; 0.113; 0.878; 0.047; 0.004; 1102.6; 993.1; 1239.2;  -537.1;  -962.9;   -8.2; 8929.2;NGC 2448
115.73600;-38.26400;NGC_2451A        ;115.736;-38.264;252.431; -7.276; 1.146; 337;-21.116; 0.853; 15.328; 0.708; 5.165; 0.117; 0.007;  192.5; 188.9;  196.3;   -57.7;  -182.1;  -24.4; 8399.6;NGC 2451A
116.12800;-37.95400;NGC_2451B        ;116.128;-37.954;252.309; -6.856; 0.625; 298; -9.671; 0.409;  4.702; 0.281; 2.719; 0.095; 0.006;  364.0; 351.2;  377.7;  -109.8;  -344.3;  -43.5; 8456.8;NGC 2451B
116.89400;-27.19400;NGC_2453         ;116.894;-27.194;243.273; -0.941; 0.033; 127; -2.336; 0.080;  3.414; 0.092; 0.205; 0.055; 0.006; 4268.3;2991.0; 7448.9; -1919.3; -3811.7;  -70.1;10944.5;NGC 2453
117.28400;-21.29800;NGC_2455         ;117.284;-21.298;238.364;  2.346; 0.093; 131; -2.760; 0.078;  2.712; 0.065; 0.294; 0.043; 0.004; 3092.6;2361.1; 4475.4; -1620.8; -2630.9;  126.6;10302.4;NGC 2455
118.04600;-38.53700;NGC_2477         ;118.046;-38.537;253.571; -5.838; 0.150;1918; -2.449; 0.169;  0.870; 0.192; 0.665; 0.037; 0.001; 1441.0;1259.5; 1683.6;  -405.5; -1375.0; -146.6; 8852.9;NGC 2477
118.78700;-24.26300;NGC_2482         ;118.787;-24.263;241.624;  2.022; 0.149; 128; -4.722; 0.094;  2.189; 0.100; 0.720; 0.053; 0.005; 1334.6;1177.4; 1540.1;  -633.9; -1173.5;   47.1; 9050.3;NGC 2482
119.06400;-30.06000;NGC_2489         ;119.064;-30.060;246.710; -0.770; 0.066; 283; -2.529; 0.099;  2.102; 0.108; 0.465; 0.039; 0.002; 2022.7;1682.4; 2535.5;  -799.6; -1857.7;  -27.2; 9326.5;NGC 2489
120.01000;-10.77300;NGC_2506         ;120.010;-10.773;230.570;  9.938; 0.088;1487; -2.571; 0.143;  3.912; 0.113; 0.292; 0.078; 0.002; 3114.5;2373.5; 4522.9; -1948.5; -2369.6;  537.5;10557.8;NGC 2506
120.20100;-19.05600;NGC_2509         ;120.201;-19.056;237.844;  5.847; 0.060; 253; -2.708; 0.076;  0.764; 0.075; 0.363; 0.039; 0.003; 2549.2;2031.3; 3421.5; -1349.7; -2147.0;  259.7; 9924.7;NGC 2509
119.52700;-60.80000;NGC_2516         ;119.527;-60.800;273.861;-15.873; 0.496; 798; -4.748; 0.441; 11.221; 0.345; 2.417; 0.045; 0.002;  408.9; 392.8;  426.3;    26.5;  -392.4; -111.8; 8322.8;NGC 2516
121.24600;-28.12200;NGC_2527         ;121.246;-28.122;246.069;  1.872; 0.408; 356; -5.549; 0.229;  7.275; 0.212; 1.536; 0.070; 0.004;  639.1; 600.7;  682.7;  -259.1;  -583.8;   20.9; 8618.9;NGC 2527
