#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T22:15:17 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ec07e7139633	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/661/A118&tab:{J/A+A/661/A118/table1}&key:source=J/A+A/661/A118/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/661/A118/table1
#-order=I
#-out=Seq
#-out=Cluster
#-out=RA_ICRS
#-out=s_RA_ICRS
#-out=DE_ICRS
#-out=s_DE_ICRS
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=plx
#-out=s_plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=Nmemb
#-out=NmembRV
#-out=Flag
#-out=logAge
#-out=Dist
#-out=AV
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36610118
#Name: J/A+A/661/A118
#Title: 628 new open clusters found with OCfinder (Castro-Ginard+, 2022)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_661_A118_table1:
#Name: J/A+A/661/A118/table1
#Title: Mean parameters for the reported UBC clusters
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Seq	(I3)	[0/627] cluster sequential number	[ucd=meta.record]
#Column	Cluster	(A7)	Cluster name (UBCNNN)	[ucd=meta.id.parent]
#Column	RA_ICRS	(F6.2)	Right Ascension mean (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	s_RA_ICRS	(F6.2)	Right Ascension standard deviation	[ucd=pos.eq.ra]
#Column	DE_ICRS	(F6.2)	Declination mean (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	s_DE_ICRS	(F5.2)	Declination standard deviation	[ucd=stat.stdev;pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude mean	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Galactic longitude standard deviation	[ucd=stat.stdev;pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude mean	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Galactic latitude standard deviation	[ucd=stat.stdev;pos.galactic.lat]
#Column	plx	(F5.2)	Parallax mean	[ucd=pos.parallax;stat.mean]
#Column	s_plx	(F5.2)	Parallax standard deviation	[ucd=stat.stdev;pos.parallax]
#Column	pmRA	(F5.2)	Proper motion in right ascension mean, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	Proper motion in right ascension standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion in declination mean	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	Proper motion in declination standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.dec]
#Column	RV	(F6.2)	? Radial velocity mean	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.2)	? Radial velocity standard deviation	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	Nmemb	(I3)	Number of cluster members	[ucd=meta.number]
#Column	NmembRV	(I1)	Number of cluster members with radial velocity measurements	[ucd=meta.number]
#Column	Flag	(A1)	[a] Note (1)	[ucd=meta.code.error]
#Column	logAge	(F6.3)	Logarithm of the cluster age	[ucd=time.age]
#Column	Dist	(F6.1)	Distance to the cluster	[ucd=pos.distance]
#Column	AV	(F6.3)	Line-of-sight extinction	[ucd=phys.absorption]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Seq;Cluster;RA_ICRS;s_RA_ICRS;DE_ICRS;s_DE_ICRS;GLON;s_GLON;GLAT;s_GLAT;plx;s_plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;Nmemb;NmembRV;Flag;logAge;Dist;AV;_RA.icrs;_DE.icrs
216.4500;-61.9000;524;UBC1525;216.45;  0.18;-61.90; 0.06;313.80; 0.09; -1.04; 0.05; 0.45; 0.01;-4.09; 0.09;-2.70; 0.04;      ;     ; 30;0; ; 7.789;2361.0; 1.228;216.4500;-61.9000
215.2900;-58.1700;525;UBC1526;215.29;  0.17;-58.17; 0.08;314.55; 0.10;  2.66; 0.07; 0.51; 0.01;-2.66; 0.03;-2.66; 0.05;      ;     ; 18;0; ; 8.054;2134.0; 0.714;215.2900;-58.1700
217.7000;-60.4000;526;UBC1527;217.70;  0.13;-60.40; 0.07;314.91; 0.06;  0.14; 0.07; 0.44; 0.01;-4.90; 0.06;-3.06; 0.06;      ;     ; 29;0; ; 6.943;2184.0; 1.976;217.7000;-60.4000
217.6600;-59.1200;527;UBC1528;217.66;  0.09;-59.12; 0.04;315.37; 0.05;  1.34; 0.04; 0.37; 0.03;-2.48; 0.06;-2.91; 0.07;      ;     ; 35;0; ; 8.917;3173.0; 2.027;217.6600;-59.1200
221.4500;-61.0900;528;UBC1529;221.45;  0.12;-61.09; 0.05;316.31; 0.06; -1.23; 0.04; 0.29; 0.02;-3.95; 0.07;-2.99; 0.06;      ;     ; 54;0; ; 8.434;3248.0; 3.024;221.4500;-61.0900
213.6700;-50.0500;529;UBC1530;213.67;  0.07;-50.05; 0.08;316.35; 0.05; 10.64; 0.08; 0.54; 0.02;-3.25; 0.13;-3.01; 0.07; 15.15;     ; 20;1; ; 9.106;2001.0; 0.654;213.6700;-50.0500
222.3200;-61.5500;530;UBC1531;222.32;  0.11;-61.55; 0.06;316.49; 0.06; -1.82; 0.05; 0.26; 0.02;-4.56; 0.07;-3.16; 0.08;-29.69;     ; 59;1; ; 7.603;4316.0; 2.942;222.3200;-61.5500
222.5600;-61.7700;531;UBC1532;222.56;  0.15;-61.77; 0.06;316.49; 0.07; -2.07; 0.06; 0.29; 0.02;-3.44; 0.07;-1.91; 0.08;      ;     ; 79;0; ; 8.751;3518.0; 1.805;222.5600;-61.7700
221.3100;-58.6100;532;UBC1533;221.31;  0.18;-58.61; 0.10;317.30; 0.10;  1.05; 0.09; 0.33; 0.03;-5.75; 0.10;-3.71; 0.08;      ;     ;123;0; ; 8.551;3275.0; 3.222;221.3100;-58.6100
222.9300;-57.7300;533;UBC1534;222.93;  0.12;-57.73; 0.05;318.45; 0.06;  1.47; 0.05; 0.39; 0.02;-3.70; 0.06;-2.46; 0.06;      ;     ; 24;0; ; 7.250;2789.0; 3.480;222.9300;-57.7300
228.7000;-59.6500;534;UBC1535;228.70;  0.14;-59.65; 0.07;320.15; 0.08; -1.65; 0.07; 0.30; 0.01;-4.15; 0.07;-3.44; 0.07;      ;     ; 40;0; ; 7.041;3235.0; 2.925;228.7000;-59.6500
230.6000;-58.2400;535;UBC1536;230.60;  0.11;-58.24; 0.06;321.73; 0.07; -0.98; 0.05; 0.61; 0.01;-3.98; 0.06;-5.89; 0.05;-46.50; 0.07; 30;3; ; 8.180;1890.0; 3.221;230.6000;-58.2400
232.8200;-57.9900;536;UBC1537;232.82;  0.09;-57.99; 0.04;322.84; 0.06; -1.44; 0.03; 0.44; 0.01;-3.04; 0.05;-3.62; 0.05;      ;     ; 22;0; ; 7.805;2620.0; 2.755;232.8200;-57.9900
238.7100;-54.3800;537;UBC1538;238.71;  0.11;-54.38; 0.06;327.63; 0.07; -0.55; 0.06; 0.41; 0.03;-3.28; 0.09;-3.52; 0.10;-19.47; 2.31;148;4; ; 7.744;2744.0; 2.793;238.7100;-54.3800
244.8700;-57.2000;538;UBC1539;244.87;  0.09;-57.20; 0.05;328.30; 0.04; -4.97; 0.06; 0.47; 0.02;-1.39; 0.05;-4.36; 0.08;      ;     ; 24;0; ; 7.905;2216.0; 0.841;244.8700;-57.2000
239.6400;-53.6500;539;UBC1540;239.64;  0.10;-53.65; 0.06;328.53; 0.06; -0.34; 0.05; 0.36; 0.03;-3.87; 0.09;-4.34; 0.08;-39.30;     ;144;1; ; 7.938;2860.0; 2.703;239.6400;-53.6500
242.1800;-54.2400;540;UBC1541;242.18;  0.09;-54.24; 0.05;329.25; 0.06; -1.78; 0.04; 0.37; 0.02;-3.40; 0.05;-4.29; 0.06;-28.78; 0.20; 27;2; ; 8.616;2775.0; 1.016;242.1800;-54.2400
240.0800;-51.2100;541;UBC1542;240.08;  0.06;-51.21; 0.03;330.31; 0.05;  1.33; 0.02; 0.37; 0.01;-1.17; 0.09;-2.16; 0.06;      ;     ; 17;0; ; 7.227;3390.0; 3.547;240.0800;-51.2100
243.5100;-52.9600;542;UBC1543;243.51;  0.12;-52.96; 0.07;330.70; 0.08; -1.38; 0.06; 0.31; 0.03;-2.10; 0.08;-1.87; 0.07;-34.07;17.42;111;4; ; 8.800;2988.0; 1.242;243.5100;-52.9600
243.1000;-51.6700;543;UBC1544;243.10;  0.13;-51.67; 0.07;331.41; 0.09; -0.27; 0.05; 0.32; 0.02;-1.86; 0.08;-2.39; 0.13;      ;     ; 55;0;a; 7.017;3208.0; 2.092;243.1000;-51.6700
242.7100;-50.9800;544;UBC1545;242.71;  0.16;-50.98; 0.06;331.70; 0.09;  0.40; 0.08; 0.43; 0.01;-1.81; 0.07;-3.24; 0.06;      ;     ; 22;0; ; 7.273;3131.0; 3.380;242.7100;-50.9800
242.0900;-50.5200;545;UBC1546;242.09;  0.09;-50.52; 0.05;331.72; 0.06;  1.01; 0.04; 0.28; 0.05;-2.79; 0.11;-3.63; 0.08;-44.53; 0.40;119;2; ; 8.850;3319.0; 4.397;242.0900;-50.5200
244.5600;-49.8000;546;UBC1547;244.56;  0.13;-49.80; 0.10;333.37; 0.10;  0.45; 0.08; 0.36; 0.02;-1.75; 0.08;-2.91; 0.07;      ;     ; 38;0; ; 7.031;2848.0; 2.137;244.5600;-49.8000
244.9300;-49.9700;547;UBC1548;244.93;  0.06;-49.97; 0.04;333.42; 0.05;  0.16; 0.02; 0.38; 0.02;-3.10; 0.08;-2.47; 0.07;      ;     ; 30;0; ; 8.393;3059.0; 2.155;244.9300;-49.9700
247.0400;-49.6200;548;UBC1549;247.04;  0.10;-49.62; 0.07;334.63; 0.07; -0.56; 0.06; 0.29; 0.03;-2.31; 0.09;-2.82; 0.11;      ;     ; 81;0;a; 7.274;3481.0; 3.505;247.0400;-49.6200
249.2600;-48.4500;549;UBC1550;249.26;  0.12;-48.45; 0.08;336.47; 0.09; -0.84; 0.06; 0.40; 0.02;-0.66; 0.07;-2.91; 0.07;      ;     ; 64;0; ; 8.606;2775.0; 2.665;249.2600;-48.4500
250.5800;-47.4600;550;UBC1551;250.58;  0.13;-47.46; 0.09;337.80; 0.10; -0.84; 0.08; 0.38; 0.02;-2.20; 0.08;-3.47; 0.09;      ;     ; 96;0; ; 8.292;2720.0; 1.516;250.5800;-47.4600
250.9300;-47.1100;551;UBC1552;250.93;  0.10;-47.11; 0.06;338.22; 0.08; -0.79; 0.04; 0.35; 0.01;-2.98; 0.05;-4.24; 0.08;      ;     ; 17;0; ; 8.259;3143.0; 1.166;250.9300;-47.1100
248.8700;-45.6400;552;UBC1553;248.87;  0.11;-45.64; 0.07;338.37; 0.09;  1.25; 0.06; 0.27; 0.04;-1.84; 0.10;-2.30; 0.08;-78.25;     ; 65;1;a; 8.880;3890.0; 2.325;248.8700;-45.6400
249.6600;-45.6900;553;UBC1554;249.66;  0.09;-45.69; 0.09;338.71; 0.09;  0.81; 0.06; 0.51; 0.02; 1.04; 0.10;-0.57; 0.09;-21.39;     ; 44;1; ; 8.129;2034.0; 1.190;249.6600;-45.6900
251.2500;-46.5300;554;UBC1555;251.25;  0.09;-46.53; 0.07;338.80; 0.07; -0.57; 0.06; 0.46; 0.02;-0.46; 0.09;-1.57; 0.07;-48.22;     ; 32;1; ; 8.056;2300.0; 1.142;251.2500;-46.5300
251.6500;-46.3800;555;UBC1556;251.65;  0.10;-46.38; 0.07;339.09; 0.08; -0.69; 0.05; 0.33; 0.02;-0.88; 0.06;-3.00; 0.06;-39.51;     ; 29;1; ; 8.012;2809.0; 2.028;251.6500;-46.3800
251.0400;-45.5300;556;UBC1557;251.04;  0.10;-45.53; 0.07;339.46; 0.07;  0.19; 0.07; 0.39; 0.03;-1.37; 0.09;-2.54; 0.08;      ;     ; 56;0; ; 7.445;2592.0; 2.624;251.0400;-45.5300
252.7800;-45.4100;557;UBC1558;252.78;  0.08;-45.41; 0.08;340.35; 0.08; -0.66; 0.06; 0.38; 0.02;-1.32; 0.09;-2.51; 0.06;      ;     ; 33;0; ; 7.231;3076.0; 2.773;252.7800;-45.4100
252.8800;-44.5100;558;UBC1559;252.88;  0.11;-44.51; 0.07;341.08; 0.08; -0.15; 0.06; 0.41; 0.02;-0.61; 0.10;-2.52; 0.09;      ;     ; 63;0; ; 7.456;2476.0; 1.642;252.8800;-44.5100
252.9500;-42.4100;559;UBC1560;252.95;  0.07;-42.41; 0.08;342.74; 0.07;  1.15; 0.06; 0.60; 0.02; 0.26; 0.05;-0.13; 0.07;      ;     ; 29;0;a; 8.483;1710.0; 1.316;252.9500;-42.4100
251.6700;-41.2100;560;UBC1561;251.67;  0.13;-41.21; 0.07;343.04; 0.08;  2.66; 0.08; 0.89; 0.02; 1.45; 0.09;-2.98; 0.07;      ;     ; 35;0; ; 8.150;1231.0; 0.887;251.6700;-41.2100
256.4500;-43.4600;561;UBC1562;256.45;  0.08;-43.46; 0.08;343.50; 0.07; -1.51; 0.06; 0.41; 0.02;-0.92; 0.06;-3.54; 0.08;-25.83;     ; 42;1; ; 8.081;2702.0; 3.357;256.4500;-43.4600
259.2300;-41.7000;562;UBC1563;259.23;  0.09;-41.70; 0.07;346.13; 0.07; -2.12; 0.07; 0.59; 0.01;-0.02; 0.06;-3.59; 0.07;      ;     ; 23;0; ; 7.933;1921.0; 2.246;259.2300;-41.7000
258.9400;-38.7200;563;UBC1564;258.94;  0.07;-38.72; 0.07;348.43; 0.08; -0.21; 0.05; 0.27; 0.04;-1.31; 0.09;-3.27; 0.08;-10.12; 0.95; 98;3; ; 8.065;3629.0; 3.966;258.9400;-38.7200
259.7900;-38.7300;564;UBC1565;259.79;  0.09;-38.73; 0.09;348.81; 0.09; -0.76; 0.07; 0.35; 0.04;-0.15; 0.10;-2.14; 0.10;-28.41; 1.03;269;5;a; 8.756;2663.0; 3.052;259.7900;-38.7300
266.8000;-30.2900;565;UBC1566;266.80;  0.03;-30.29; 0.02;359.02; 0.02; -1.00; 0.03; 0.35; 0.02; 0.45; 0.07;-1.31; 0.07;-19.10;     ; 30;1; ; 8.099;3376.0; 3.493;266.8000;-30.2900
269.0100;-29.5100;566;UBC1567;269.01;  0.06;-29.51; 0.04;  0.67; 0.03; -2.25; 0.06; 0.38; 0.02;-0.10; 0.09;-0.47; 0.07;      ;     ; 44;0; ; 7.016;2929.0; 1.941;269.0100;-29.5100
283.3400;-09.3100;567;UBC1568;283.34;  0.03;-09.31; 0.03; 24.84; 0.03; -4.66; 0.02; 0.43; 0.01; 0.86; 0.04;-0.83; 0.05;      ;     ; 10;0; ; 7.543;2798.0; 1.457;283.3400;-09.3100
282.2900;-07.1500;568;UBC1569;282.29;  0.06;-07.15; 0.04; 26.31; 0.05; -2.75; 0.06; 0.37; 0.01;-0.31; 0.03;-1.04; 0.03;      ;     ; 11;0; ; 8.238;2554.0; 1.021;282.2900;-07.1500
298.1200;+32.5400;569;UBC1570;298.12;  0.06;+32.54; 0.05; 68.42; 0.06;  2.74; 0.04; 0.40; 0.01;-2.41; 0.04;-5.39; 0.05; -2.46;     ; 25;1; ; 8.464;2761.0; 1.300;298.1200;+32.5400
314.2600;+46.4500;570;UBC1571;314.26;  0.15;+46.45; 0.11; 86.91; 0.10;  0.63; 0.12; 0.18; 0.04;-2.95; 0.10;-3.62; 0.13;-45.89;13.34;233;6; ; 8.910;5053.0; 2.511;314.2600;+46.4500
329.0400;+53.9800;571;UBC1572;329.04;  0.03;+53.98; 0.03; 98.90; 0.02; -0.50; 0.02; 0.45; 0.01;-2.24; 0.03;-2.40; 0.05;      ;     ; 10;0; ; 8.028;2320.0; 1.552;329.0400;+53.9800
343.4500;+62.6100;572;UBC1573;343.45;  0.08;+62.61; 0.03;109.86; 0.04;  2.76; 0.02; 1.18; 0.02;-1.32; 0.11;-2.70; 0.10;      ;     ; 17;0;a; 7.288; 863.0; 4.087;343.4500;+62.6100
346.9100;+58.9100;573;UBC1574;346.91;  0.19;+58.91; 0.08;109.87; 0.10; -1.31; 0.08; 0.66; 0.01;-1.80; 0.06;-1.48; 0.05;      ;     ; 20;0; ; 7.883;1680.0; 0.713;346.9100;+58.9100
002.5100;+60.5300;574;UBC1575;002.51;  0.09;+60.53; 0.06;117.86; 0.04; -1.93; 0.06; 0.34; 0.02;-2.69; 0.10;-1.82; 0.06;-40.25;     ; 22;1;a; 6.967;3325.0; 1.290;002.5100;+60.5300
031.5600;+63.0900;575;UBC1576;031.56;  0.06;+63.09; 0.02;131.28; 0.03;  1.44; 0.01; 0.28; 0.02;-1.63; 0.04;-0.20; 0.02;      ;     ;  9;0; ; 7.655;4252.0; 1.596;031.5600;+63.0900
029.4800;+57.4500;576;UBC1577;029.48;  0.14;+57.45; 0.04;131.81; 0.07; -4.27; 0.05; 0.41; 0.01;-1.32; 0.06;-1.24; 0.06;      ;     ; 20;0; ; 7.541;3001.0; 1.046;029.4800;+57.4500
070.5300;+49.2200;577;UBC1578;070.53;  0.11;+49.22; 0.05;156.45; 0.07;  1.97; 0.05; 0.67; 0.02; 2.02; 0.05;-5.45; 0.05;      ;     ; 14;0; ; 8.419;1547.0; 0.832;070.5300;+49.2200
090.4000;+35.5700;578;UBC1579;090.40;  0.06;+35.57; 0.04;175.97; 0.04;  6.26; 0.04; 0.57; 0.01; 0.62; 0.04;-1.74; 0.04;      ;     ; 10;0; ; 8.360;1837.0; 0.982;090.4000;+35.5700
088.6400;+31.1500;579;UBC1580;088.64;  0.02;+31.15; 0.03;179.09; 0.03;  2.80; 0.03; 0.60; 0.01; 0.75; 0.06;-3.38; 0.05;      ;     ; 10;0; ; 7.294;1883.0; 0.507;088.6400;+31.1500
123.4700;-30.9800;580;UBC1581;123.47;  0.04;-30.98; 0.05;249.52; 0.05;  1.94; 0.03; 0.29; 0.01;-2.96; 0.05; 2.08; 0.05; 54.39;     ; 16;1; ; 8.716;3609.0; 0.277;123.4700;-30.9800
123.2500;-37.5800;581;UBC1582;123.25;  0.02;-37.58; 0.04;254.93; 0.04; -1.85; 0.02; 0.28; 0.01;-3.36; 0.03; 3.57; 0.06;      ;     ; 13;0; ; 7.858;3924.0; 1.371;123.2500;-37.5800
122.3500;-38.8400;582;UBC1583;122.35;  0.04;-38.84; 0.05;255.59; 0.05; -3.13; 0.04; 0.74; 0.01;-4.48; 0.05; 3.69; 0.05;      ;     ; 12;0; ; 7.325;1333.0; 1.358;122.3500;-38.8400
124.4100;-43.5900;583;UBC1584;124.41;  0.10;-43.59; 0.09;260.42; 0.09; -4.45; 0.07; 0.71; 0.01;-4.98; 0.06; 4.43; 0.05;      ;     ; 21;0; ; 7.320;1534.0; 0.543;124.4100;-43.5900
128.9900;-44.6800;584;UBC1585;128.99;  0.08;-44.68; 0.06;263.22; 0.06; -2.40; 0.06; 0.49; 0.01;-5.48; 0.09; 4.97; 0.05;      ;     ; 20;0; ; 7.384;2094.0; 1.197;128.9900;-44.6800
138.9900;-44.8500;585;UBC1586;138.99;  0.11;-44.85; 0.06;267.94; 0.07;  2.89; 0.08; 0.55; 0.02;-5.20; 0.05; 5.17; 0.06;      ;     ; 32;0; ; 7.700;1991.0; 0.762;138.9900;-44.8500
172.3501;-64.0400;586;UBC1587;172.35;  0.11;-64.04; 0.06;294.10; 0.05; -2.58; 0.05; 0.41; 0.01;-6.65; 0.08; 0.75; 0.07;      ;     ; 34;0; ; 6.895;2499.0; 1.311;172.3501;-64.0400
183.7101;-60.3300;587;UBC1588;183.71;  0.09;-60.33; 0.03;298.41; 0.04;  2.22; 0.03; 0.25; 0.01;-6.86; 0.08; 0.73; 0.07;      ;     ; 31;0; ; 6.878;3833.0; 1.826;183.7101;-60.3300
183.2701;-63.0200;588;UBC1589;183.27;  0.20;-63.02; 0.09;298.60; 0.08; -0.48; 0.10; 0.40; 0.01;-5.62; 0.07; 0.05; 0.04;      ;     ; 21;0; ; 7.769;2636.0; 0.919;183.2701;-63.0200
182.9301;-64.8100;589;UBC1590;182.93;  0.16;-64.81; 0.07;298.72; 0.07; -2.26; 0.07; 0.20; 0.02;-6.33; 0.08; 0.37; 0.06;      ;     ; 67;0; ; 8.967;5429.0; 2.262;182.9301;-64.8100
204.0101;-64.6700;590;UBC1591;204.01;  0.06;-64.67; 0.02;307.68; 0.03; -2.21; 0.02; 0.40; 0.01;-5.41; 0.04;-2.08; 0.04;      ;     ; 12;0; ; 8.231;2715.0; 1.224;204.0101;-64.6700
213.5900;-64.1900;591;UBC1592;213.59;  0.07;-64.19; 0.04;311.81; 0.04; -2.75; 0.04; 1.08; 0.01;-4.51; 0.09;-4.29; 0.07;      ;     ; 16;0; ; 7.994; 978.0; 0.680;213.5900;-64.1900
267.0300;-29.0100;592;UBC1593;267.03;  0.05;-29.01; 0.04;  0.22; 0.02; -0.50; 0.05; 0.58; 0.01; 0.57; 0.07;-1.43; 0.07;      ;     ; 15;0; ; 8.041;1829.0; 1.649;267.0300;-29.0100
276.4900;-13.7400;593;UBC1594;276.49;  0.02;-13.74; 0.03; 17.83; 0.03; -0.71; 0.02; 0.33; 0.01;-0.66; 0.04;-3.65; 0.06;      ;     ; 13;0; ; 8.210;3270.0; 2.798;276.4900;-13.7400
289.9500;-01.8700;594;UBC1595;289.95;  0.07;-01.87; 0.04; 34.50; 0.03; -7.16; 0.08; 1.07; 0.02;-0.78; 0.07;-2.12; 0.04;      ;     ; 11;0; ; 8.099;1028.0; 2.130;289.9500;-01.8700
285.6200;+11.8900;595;UBC1596;285.62;  0.04;+11.89; 0.04; 44.77; 0.05;  2.98; 0.03; 0.25; 0.01;-1.81; 0.07;-5.09; 0.05; 18.88;15.03; 13;2; ; 8.548;4133.0; 2.394;285.6200;+11.8900
293.1700;+16.8100;596;UBC1597;293.17;  0.07;+16.81; 0.07; 52.54; 0.07; -1.19; 0.06; 0.34; 0.01;-2.28; 0.04;-5.59; 0.05;      ;     ; 13;0; ; 7.117;3225.0; 3.045;293.1700;+16.8100
313.9000;+49.1100;597;UBC1598;313.90;  0.03;+49.11; 0.04; 88.78; 0.04;  2.54; 0.03; 0.36; 0.02;-2.71; 0.04;-4.54; 0.03;-36.83;     ; 10;1; ; 9.041;3585.0; 1.834;313.9000;+49.1100
322.2500;+48.9300;598;UBC1599;322.25;  0.03;+48.93; 0.03; 92.41; 0.03; -1.56; 0.02; 0.20; 0.01;-3.14; 0.05;-4.11; 0.07;      ;     ; 12;0; ; 7.747;5014.0; 1.958;322.2500;+48.9300
329.5800;+46.0200;599;UBC1600;329.58;  0.06;+46.02; 0.06; 94.28; 0.07; -7.00; 0.04; 0.40; 0.01;-5.97; 0.05;-4.64; 0.04;      ;     ; 10;0; ; 8.013;2804.0; 0.381;329.5800;+46.0200
319.9100;+55.0600;600;UBC1601;319.91;  0.07;+55.06; 0.03; 95.67; 0.04;  3.83; 0.03; 0.30; 0.01;-3.69; 0.05;-3.87; 0.03;      ;     ;  9;0; ; 8.008;3547.0; 1.936;319.9100;+55.0600
354.8600;+61.3200;601;UBC1602;354.86;  0.08;+61.32; 0.03;114.40; 0.04; -0.36; 0.03; 0.38; 0.01;-4.18; 0.06;-2.05; 0.06;      ;     ; 10;0; ; 7.082;2998.0; 1.867;354.8600;+61.3200
012.3300;+65.5100;602;UBC1603;012.33;  0.11;+65.51; 0.06;122.71; 0.05;  2.64; 0.06; 0.35; 0.01;-2.64; 0.07;-0.08; 0.05;      ;     ; 10;0; ; 7.374;3084.0; 2.035;012.3300;+65.5100
017.2200;+67.4400;603;UBC1604;017.22;  0.07;+67.44; 0.02;124.61; 0.03;  4.63; 0.02; 0.49; 0.01;-1.26; 0.08; 0.25; 0.07;      ;     ; 13;0; ; 8.051;2123.0; 3.026;017.2200;+67.4400
024.7600;+63.9800;604;UBC1605;024.76;  0.10;+63.98; 0.10;128.13; 0.05;  1.58; 0.10; 0.32; 0.01;-2.01; 0.04; 0.12; 0.03;      ;     ; 11;0; ; 8.263;3198.0; 1.199;024.7600;+63.9800
029.3800;+63.1400;605;UBC1606;029.38;  0.11;+63.14; 0.07;130.32; 0.05;  1.22; 0.07; 0.56; 0.01; 0.08; 0.04;-0.20; 0.05;      ;     ; 15;0; ; 7.932;1962.0; 1.385;029.3800;+63.1400
073.6800;+45.5600;606;UBC1607;073.68;  0.04;+45.56; 0.05;160.62; 0.04;  1.25; 0.04; 0.32; 0.01; 0.79; 0.05;-2.33; 0.09;      ;     ; 11;0; ; 7.993;3473.0; 1.537;073.6800;+45.5600
076.9300;+40.5300;607;UBC1608;076.93;  0.10;+40.53; 0.05;166.05; 0.06;  0.03; 0.07; 0.73; 0.01; 0.00; 0.04;-2.50; 0.05;      ;     ; 11;0; ; 7.954;1424.0; 0.491;076.9300;+40.5300
078.5900;+37.4000;608;UBC1609;078.59;  0.04;+37.40; 0.05;169.34; 0.04; -0.78; 0.04; 0.19; 0.01;-0.12; 0.06;-1.46; 0.06;      ;     ; 10;0; ; 8.009;6212.0; 2.721;078.5900;+37.4000
091.3800;+28.6900;609;UBC1610;091.38;  0.03;+28.69; 0.04;182.41; 0.03;  3.65; 0.03; 0.39; 0.01; 1.23; 0.03;-3.21; 0.08; 26.30;     ; 10;1; ; 8.363;2887.0; 0.359;091.3800;+28.6900
095.9800;+20.5000;610;UBC1611;095.98;  0.06;+20.50; 0.03;191.62; 0.03;  3.44; 0.05; 0.44; 0.01; 0.14; 0.04;-1.34; 0.04;      ;     ;  9;0; ; 8.029;2529.0; 1.498;095.9800;+20.5000
096.9500;+17.5400;611;UBC1612;096.95;  0.02;+17.54; 0.03;194.67; 0.02;  2.87; 0.03; 0.36; 0.01; 0.90; 0.04;-2.36; 0.02;      ;     ;  9;0; ; 8.228;3361.0; 0.617;096.9500;+17.5400
096.6200;+17.3400;612;UBC1613;096.62;  0.08;+17.34; 0.03;194.70; 0.03;  2.49; 0.07; 0.20; 0.01; 0.00; 0.05;-0.34; 0.02;      ;     ; 10;0; ; 7.342;5170.0; 1.003;096.6200;+17.3400
101.9800;-07.1100;613;UBC1614;101.98;  0.06;-07.11; 0.05;218.87; 0.05; -4.01; 0.06; 0.40; 0.01;-0.12; 0.04; 1.77; 0.05; 62.37;     ; 12;1; ; 8.672;2790.0; 0.846;101.9800;-07.1100
117.9400;-26.3800;614;UBC1615;117.94;  0.07;-26.38; 0.05;243.05; 0.05;  0.27; 0.06; 0.22; 0.01;-1.49; 0.04; 2.45; 0.02;      ;     ; 13;0;a; 8.077;5154.0; 0.433;117.9400;-26.3800
